Flame_one_stream,rgb,0,0.8523308038711548,0.8598130941390991,0.8916666507720947,0.8440476655960083,0.8598130941390991,0.8598130941390991
Flame_one_stream,rgb,0,0.9261544346809387,0.9252336621284485,0.9458812475204468,0.915184736251831,0.9252336621284485,0.9252336621284485
Flame_two_stream,rgb,0,0.944904625415802,0.9439252614974976,0.9488492012023926,0.9419946670532227,0.9439252614974976,0.9439252614974976
Flame_two_stream,rgb,0,0.9731103777885437,0.9719626307487488,0.9757496118545532,0.9707221984863281,0.9719626307487488,0.9719626307487488
Flame_two_stream,rgb,0,0.9369958639144897,0.9439252614974976,0.9394654035568237,0.9347601532936096,0.9439252614974976,0.9439252614974976
Flame_two_stream,rgb,0,0.9095532298088074,0.9065420627593994,0.9001556634902954,0.9310505986213684,0.9065420627593994,0.9065420627593994
Flame_two_stream,rgb,0,0.2094017118215561,0.4579439163208008,0.1526479721069336,0.3333333432674408,0.4579439163208008,0.4579439163208008
Flame_one_stream,rgb,0,0.145985409617424,0.28037384152412415,0.09345795214176178,0.3333333432674408,0.28037384152412415,0.28037384152412415
Flame_one_stream,rgb,0,0.7326263189315796,0.7570093274116516,0.8812785744667053,0.7390649318695068,0.7570093274116516,0.7570093274116516
Flame_one_stream,rgb,0,0.9705822467803955,0.9719626307487488,0.9686148166656494,0.9728395342826843,0.9719626307487488,0.9719626307487488
Resnet18,rgb,0,1.0,1.0,1.0,1.0,1.0,1.0
